LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
201,100000,19,13,13,15.2,8.5,12.5,15.8,41959
202,100005,4,1,16,4.0,0.9,16.0,17.8,50349
202,136807,3,1,2,1.6,1.0,1.0,10.0,NA
202,100008,19,18,12,18.2,13.8,9.8,27.6,47551
202,100009,26,25,3,23.7,20.6,3.0,19.2,44618
202,100010,18,23,5,17.6,16.6,4.5,19.1,39431
202,100011,20,9,10,18.6,7.5,7.1,27.8,39129
202,100012,19,27,5,18.5,18.0,5.0,26.8,44607
202,100013,14,16,NA,12.5,10.4,NA,NA,NA
202,100014,14,14,3,12.3,9.1,2.7,19.1,40049
202,100015,6,5,4,5.4,2.9,3.2,19.1,54089
202,100018,27,44,9,24.6,30.7,6.9,27.7,43647
202,100019,20,18,6,16.5,13.3,5.2,26.7,48779
202,100020,24,27,9,22.5,24.1,7.8,22.1,42534
202,100021,22,28,11,20.7,20.3,8.1,21.4,41375
202,100022,23,23,12,21.8,16.9,11.1,22.3,46045
202,100023,13,6,2,12.0,4.1,2.0,21.5,43133
202,100024,12,10,7,10.2,7.2,5.3,22.6,44093
202,100025,23,35,9,21.6,25.7,6.7,22.6,45085
202,100026,10,16,2,9.8,14.1,2.0,23.8,42814
202,100027,12,8,5,10.9,5.5,3.6,21.7,44188
202,130342,12,17,7,10.8,10.7,4.4,21.1,41287
202,132245,21,17,8,19.4,14.9,7.6,24.9,42335
202,100028,9,7,3,8.6,5.4,2.5,21.3,47024
202,100029,12,9,3,11.4,5.7,2.9,22.9,40854
202,100030,8,3,4,7.6,3.5,3.6,15.4,43014
202,100031,8,4,2,8.0,3.5,2.0,25.4,37443
202,100032,10,25,10,10.0,20.8,8.1,23.3,52170
202,100033,18,12,2,16.2,8.0,1.8,14.8,40311
202,100034,16,22,4,15.3,13.0,3.9,17.4,45063
202,100035,17,16,6,15.6,9.9,4.2,24.1,45783
202,100036,13,21,4,12.0,14.7,3.1,16.0,42453
202,100037,11,8,2,10.5,7.0,2.0,21.4,47966
202,100038,8,14,4,6.8,10.6,2.7,29.9,41647
202,100039,11,16,8,10.4,11.6,7.9,29.2,45376
202,100040,9,12,3,9.0,10.6,3.0,27.0,45237
202,100041,11,9,4,10.3,6.4,3.6,24.8,43406
202,100042,12,11,4,11.2,9.8,3.5,20.0,42663
202,100043,10,12,3,9.4,10.7,3.0,30.9,38538
202,100044,13,14,5,11.2,11.1,3.6,19.2,46696
202,100045,16,10,5,13.6,8.4,4.2,16.7,39608
202,100046,13,9,2,10.8,6.4,2.0,19.2,38996
202,100047,12,6,4,11.4,5.8,2.2,21.6,42198
202,100048,10,5,5,10.0,5.0,5.0,21.7,48862
202,100049,101,14,32,97.9,11.0,26.4,13.2,47193
202,100050,97,10,36,96.4,8.1,33.5,14.1,45296
202,100051,65,23,28,61.0,19.0,27.1,14.6,48289
202,100052,96,23,25,92.7,20.6,22.4,14.2,43928
202,100053,99,20,28,88.8,17.4,25.0,14.3,46031
202,100054,79,14,33,63.7,10.3,25.2,15.9,48874
202,100055,62,11,26,58.6,10.6,25.7,13.8,48436
202,100056,70,19,20,67.4,16.0,18.7,12.9,47529
202,100059,100,14,28,94.3,10.1,21.6,12.8,45277
202,100060,0,NA,NA,0.0,NA,NA,NA,NA
202,100091,4,11,4,3.8,8.3,3.2,11.8,SUPP
202,100092,10,3,4,9.1,3.0,3.6,4.1,59286
202,100093,10,25,10,10.0,20.8,8.1,7.1,52170
202,100094,0,NA,NA,0.0,NA,NA,NA,NA
202,100096,29,71,11,27.2,67.5,10.5,7.3,51181
203,100097,8,7,20,7.0,5.1,17.5,12.6,43405
203,100098,4,7,8,4.0,3.6,7.7,17.5,56008
203,100099,6,6,10,5.0,3.9,8.1,16.0,SUPP
203,100102,7,2,2,6.4,1.4,1.2,14.2,38648
203,100111,22,32,9,19.4,20.9,6.3,21.1,41599
203,100112,16,17,20,15.2,14.0,16.2,13.4,44661
203,100113,26,19,9,24.9,12.8,7.5,24.3,39150
203,100114,21,14,5,19.0,10.1,5.0,18.1,37096
203,100115,15,25,5,11.6,15.0,3.7,19.2,39332
203,100120,16,21,9,15.4,11.0,6.1,19.6,38983
203,100125,18,9,4,14.0,5.0,3.5,27.4,42317
203,100126,22,27,4,20.7,16.6,4.0,20.1,40454
203,100127,22,18,6,19.3,10.7,4.7,21.7,41674
203,100128,19,26,28,17.8,17.8,24.1,13.2,39755
203,100129,16,13,4,15.3,10.0,3.9,19.4,40332
203,100130,16,15,7,14.8,8.4,5.0,20.9,42994
203,100131,19,19,6,16.9,11.6,4.6,18.8,42966
203,100132,19,23,6,17.8,15.4,4.2,20.1,39284
203,100134,14,15,8,12.8,11.3,6.6,21.1,41424
203,100136,18,16,8,18.0,8.6,6.5,18.9,42368
203,100137,16,17,4,11.7,12.6,3.9,19.4,NA
203,100140,28,33,6,26.0,22.9,5.9,22.1,44223
203,100141,25,21,6,19.6,12.1,5.0,24.9,43223
203,100142,15,14,4,12.4,8.5,4.0,18.1,39830
203,100145,22,22,8,20.5,13.2,5.9,20.9,39614
203,100146,22,31,5,18.7,18.7,4.2,22.6,43888
203,100148,14,8,4,11.6,6.0,3.8,19.5,40997
203,100149,21,24,4,18.0,13.8,3.5,24.2,39516
203,100150,20,20,6,17.9,12.9,6.0,20.6,39677
203,100151,12,15,5,10.9,7.9,3.8,22.6,37058
203,100152,22,29,8,20.5,21.3,7.7,24.0,46318
203,100154,14,12,6,11.8,6.9,5.2,14.3,42706
203,100155,27,24,8,22.7,18.2,7.7,21.0,42765
203,100156,27,43,8,25.9,31.7,6.4,20.5,39529
203,100157,12,11,5,10.7,7.5,4.0,21.4,45410
203,100158,38,35,7,36.5,23.7,5.9,18.3,36181
203,100159,29,27,4,26.4,20.3,3.9,17.5,39576
203,100160,14,16,8,12.4,9.4,5.9,17.5,37807
203,100162,14,19,4,10.4,10.6,3.7,22.6,47275
203,100163,22,29,21,20.7,21.0,20.9,21.8,40802
203,100164,22,24,12,21.8,14.6,10.5,20.3,37432
203,130921,20,29,5,19.2,19.5,4.7,19.5,39260
203,130922,25,20,6,21.8,11.3,5.8,18.3,42520
203,131183,37,27,11,34.6,18.3,10.7,17.9,39712
203,131246,33,32,6,25.3,22.9,4.9,18.0,41933
203,131841,28,52,5,25.4,37.2,4.0,21.6,42787
203,132837,22,20,9,20.6,12.1,6.5,21.0,46268
203,132800,16,28,6,14.9,21.2,4.6,27.3,39936
203,132827,30,21,30,26.9,16.3,23.7,22.7,40097
203,100165,11,11,5,9.3,7.1,2.3,17.7,35130
203,100166,12,14,3,9.4,7.2,2.6,20.4,45098
203,100167,17,22,3,13.8,13.9,2.4,22.2,40614
203,100168,11,11,4,10.0,6.1,3.2,20.6,44612
203,100169,12,15,5,12.8,9.6,4.3,15.6,39650
203,100170,13,19,5,11.2,12.0,4.4,24.8,45031
203,100171,17,19,4,16.4,13.0,3.5,18.4,43864
203,100172,22,19,6,21.2,10.1,4.7,22.0,44077
203,100173,17,15,5,16.4,9.9,3.9,21.2,38800
203,100174,0,NA,NA,0.0,NA,NA,NA,NA
203,100175,10,12,4,9.1,8.9,3.2,22.6,41735
203,100176,11,8,4,10.0,5.5,3.3,19.9,41154
203,100177,14,19,3,12.3,11.3,2.7,21.0,41040
203,100178,13,13,11,12.2,9.8,5.4,14.7,42755
203,100179,11,10,5,9.6,7.1,4.0,21.8,41860
203,100180,15,11,4,11.4,7.5,3.9,22.5,37651
203,100181,11,17,7,10.0,9.8,4.3,21.6,42488
203,131109,17,29,9,17.0,23.9,8.6,20.7,41305
203,100182,64,35,28,57.1,26.2,21.0,14.6,44480
203,100183,152,57,72,132.7,48.4,54.4,14.7,45763
203,137473,104,45,47,99.0,34.5,41.9,14.0,46924
203,100187,119,39,26,113.5,28.2,25.3,10.9,40629
203,100188,55,23,38,55.0,20.9,31.0,15.9,40321
203,100189,123,44,36,118.7,32.6,34.9,12.8,44723
203,100190,125,47,35,118.9,30.4,29.9,14.6,45533
203,100192,103,29,37,97.3,18.1,28.0,12.7,42547
203,100193,41,7,18,39.2,5.2,16.3,16.0,44651
203,100195,53,9,20,51.8,6.7,18.9,12.4,43246
203,100196,40,16,16,35.2,11.1,13.4,17.6,47216
203,133313,93,21,32,83.8,16.1,29.1,32.2,46485
203,100197,24,34,7,22.9,22.6,5.6,22.7,45139
203,105135,80,27,18,78.0,22.6,16.0,13.1,44842
203,100204,10,10,3,9.6,9.6,3.0,3.5,42782
203,133400,41,77,28,35.5,61.4,23.0,6.6,47101
203,133401,18,19,4,16.8,16.8,3.3,1.5,50525
203,133399,35,94,14,33.0,79.2,12.0,4.6,45638
204,100212,7,10,7,6.6,5.3,6.2,9.0,50253
204,100213,4,3,8,3.8,2.1,7.2,14.3,SUPP
204,100218,26,22,6,24.7,15.2,5.8,18.8,43548
204,100221,9,14,5,9.0,11.0,4.1,27.5,40248
204,100223,30,30,18,30.0,24.9,14.4,23.3,41836
204,100224,20,14,3,21.0,8.2,2.6,21.2,41193
204,100225,26,20,11,25.6,15.3,10.6,17.0,37656
204,100229,16,26,12,15.4,18.2,8.6,26.2,42566
204,100230,22,15,11,21.4,12.5,5.2,21.1,35419
204,100231,31,51,9,30.2,46.1,8.3,20.3,40220
204,100232,21,21,6,21.0,16.7,5.4,20.4,40371
204,100233,20,19,5,19.2,11.9,4.6,24.8,42759
204,100234,23,15,13,20.8,12.0,12.8,20.3,38680
204,100235,18,16,7,14.9,15.2,6.5,19.7,48555
204,100236,27,25,9,25.5,17.2,6.6,17.9,40807
204,100239,18,28,10,16.6,20.1,7.7,27.3,42351
204,130302,21,28,14,21.0,16.5,10.1,21.8,41234
204,130303,31,43,10,30.1,25.1,8.8,19.0,41191
204,100240,26,25,7,24.8,19.0,6.1,17.4,41681
204,100241,15,NA,NA,14.0,NA,NA,27.2,37826
204,100242,25,15,12,24.2,12.3,8.6,16.3,39629
204,100243,17,19,4,16.9,18.6,3.1,19.3,43471
204,100244,27,27,13,25.1,21.9,11.3,17.2,44057
204,100245,26,30,13,25.4,22.7,7.8,16.8,37383
204,100248,24,24,8,23.2,16.6,6.3,19.9,37680
204,100250,14,14,5,13.1,10.7,4.4,20.9,49106
204,100251,25,13,8,24.6,9.0,7.4,17.3,41050
204,100252,13,9,9,11.6,6.9,7.0,20.0,44770
204,100253,34,25,12,31.5,15.0,11.1,15.8,39482
204,100254,14,7,5,11.4,4.8,4.3,20.1,45322
204,100255,12,13,8,11.2,9.9,5.7,20.4,38999
204,100256,16,9,5,13.1,7.8,4.7,21.4,41911
204,100257,15,22,4,13.4,13.3,2.8,17.2,40175
204,100258,23,17,7,21.7,14.1,6.7,20.5,42504
204,100259,16,9,6,13.5,7.2,4.3,16.3,45476
204,100260,24,23,8,22.3,14.9,6.0,19.2,46168
204,100261,22,16,7,21.2,11.9,6.8,19.8,36929
204,130932,24,20,5,22.3,14.1,4.4,21.9,43047
204,131141,19,12,7,17.9,11.1,6.8,24.2,43814
204,131706,23,27,6,19.6,19.7,4.9,22.0,41136
204,133669,21,17,4,20.6,13.9,4.0,21.0,42831
204,132137,17,15,4,17.0,12.7,3.9,13.6,41441
204,100263,14,8,4,11.6,7.1,2.3,18.8,40572
204,100264,12,14,5,11.6,10.0,4.4,21.7,40815
204,100266,19,20,8,17.8,14.6,7.4,18.6,35370
204,100267,14,7,4,13.5,5.0,3.7,19.5,43167
204,100268,12,11,5,12.0,8.4,4.7,19.1,41248
204,100269,12,6,4,10.8,4.8,4.0,18.6,39305
204,100270,14,7,4,12.7,4.3,3.9,17.4,37505
204,100271,9,6,3,8.9,4.7,3.0,22.8,40293
204,100274,13,10,3,12.0,8.1,2.3,19.0,39957
204,100275,12,10,5,11.5,4.7,4.2,17.1,40194
204,134639,14,11,6,10.6,6.9,4.3,21.6,47305
204,134961,22,17,9,20.0,16.6,8.5,23.0,45063
204,121792,15,11,5,14.0,8.0,4.2,20.6,38765
204,100277,76,15,24,71.2,14.4,20.8,13.0,44751
204,137442,76,15,17,74.0,14.6,16.7,14.2,46350
204,100279,105,40,38,97.6,32.9,33.4,14.1,44352
204,133599,31,7,9,17.7,5.3,6.5,43.4,39055
204,100282,61,9,18,57.5,9.0,17.0,12.3,47783
204,100284,53,17,20,51.2,14.7,19.0,13.9,45812
204,100285,76,13,25,74.0,12.6,24.3,13.6,45518
204,134693,131,42,38,118.7,35.8,34.3,12.8,45500
204,131062,81,27,23,0.0,26.1,21.2,NA,NA
204,131609,31,18,11,28.0,17.9,11.0,31.9,44124
204,135835,0,NA,NA,0.0,NA,NA,NA,NA
204,136137,0,NA,NA,0.0,NA,NA,NA,NA
204,100307,18,7,7,13.8,6.4,6.2,6.9,54602
204,100308,6,16,3,7.0,14.5,3.0,3.3,37856
204,100311,14,47,3,13.8,46.8,3.0,5.5,41974
204,100312,14,19,6,14.0,17.2,6.0,5.1,43175
205,100315,6,15,20,6.0,10.2,18.4,20.8,44767
205,100316,4,1,7,3.0,0.7,5.6,15.0,SUPP
205,100317,3,7,2,3.0,5.8,2.0,20.0,SUPP
205,100318,2,4,8,2.0,1.7,6.9,30.0,SUPP
205,137331,2,4,2,2.0,3.8,2.0,15.0,SUPP
205,100321,25,17,7,21.3,11.1,5.7,22.1,40827
205,100322,15,10,4,12.7,5.2,3.5,18.5,44374
205,100323,15,12,5,13.6,8.9,4.6,15.3,35654
205,100324,26,18,7,21.4,12.2,6.4,26.0,42584
205,100325,23,14,6,22.3,11.4,6.0,21.0,40121
205,100326,16,10,9,14.0,6.6,8.1,18.6,44561
205,100328,16,15,5,12.9,11.6,4.5,24.2,38225
205,100329,21,19,12,20.0,12.3,7.5,16.9,41320
205,100330,10,15,3,10.0,11.1,2.7,21.5,42491
205,100331,13,14,3,11.3,11.0,3.0,20.7,39623
205,100332,15,9,9,14.4,6.8,6.6,19.0,42798
205,100333,14,12,3,11.5,7.6,3.0,19.2,45578
205,100334,21,22,12,19.7,9.9,7.9,18.6,40133
205,100335,22,11,8,19.4,7.8,7.8,17.9,41989
205,100337,19,14,7,17.0,10.9,5.6,12.6,40226
205,100338,22,16,12,20.6,9.3,11.0,25.2,42214
205,100339,20,15,5,16.9,11.2,4.4,17.6,37028
205,100340,25,20,10,23.8,15.3,8.2,20.0,36941
205,100341,26,18,12,24.2,14.2,10.8,17.6,41564
205,100343,11,11,6,11.0,6.8,5.5,22.1,43754
205,100344,13,10,5,11.2,6.6,4.4,22.1,41357
205,100345,20,12,4,18.2,10.3,3.9,20.4,35827
205,100346,13,10,4,11.6,4.0,2.7,17.8,40092
205,100347,10,7,4,8.8,4.6,3.5,30.4,44709
205,100349,16,16,1,14.6,9.7,1.0,22.4,34055
205,100350,12,9,4,11.2,5.4,3.8,20.2,41330
205,100351,13,14,3,11.3,10.2,3.0,19.7,43607
205,100352,11,7,6,9.6,5.3,5.5,24.5,42086
205,100353,12,11,3,10.7,7.5,3.0,25.1,43295
205,100354,13,9,5,11.2,5.2,4.4,25.3,47373
205,100355,17,13,3,14.6,10.7,2.7,19.8,39799
205,100357,19,13,7,18.2,8.4,6.0,20.3,40970
205,134009,25,17,8,22.5,9.7,5.6,19.7,40150
205,134273,16,14,20,15.2,12.8,19.2,18.7,46995
205,136750,12,NA,1,10.3,NA,1.0,15.3,53065
205,100358,41,15,23,38.8,13.2,20.4,11.6,44212
205,100359,71,27,25,70.7,23.8,23.2,14.3,39742
205,100360,43,9,21,41.5,8.4,17.1,15.0,45228
205,100361,50,1,15,50.0,1.0,12.3,13.0,44530
205,133545,78,13,27,69.3,8.4,24.7,12.3,44941
205,100363,45,1,17,44.6,1.0,16.4,18.9,46236
205,100364,54,7,16,51.6,6.3,13.3,14.2,43034
205,137157,134,21,26,94.8,14.5,22.0,16.1,48206
205,131752,0,NA,NA,0.0,NA,NA,NA,NA
205,136172,26,4,15,26.0,4.0,14.3,8.8,43718
205,100378,19,43,10,19.0,39.5,9.3,6.4,45988
205,100379,16,9,2,14.8,7.8,2.0,5.9,45389
205,100381,12,36,7,12.0,28.3,6.7,5.8,41868
205,100382,14,18,4,13.8,15.3,3.9,5.8,49586
205,135175,0,NA,NA,0.0,NA,NA,NA,NA
206,100384,4,1,20,3.2,0.2,18.4,27.5,SUPP
206,100385,3,13,2,3.0,12.7,1.2,11.8,SUPP
206,100386,4,2,21,3.6,1.7,17.6,14.4,SUPP
206,100397,18,10,23,15.7,7.2,20.0,15.6,42361
206,100401,15,9,6,11.8,5.2,6.0,21.1,SUPP
206,100402,19,15,6,15.8,7.7,5.4,20.1,43809
206,100403,24,17,7,23.2,13.3,5.3,19.1,37592
206,100405,13,9,5,12.0,6.8,3.9,19.6,46702
206,100406,23,26,5,21.2,15.0,3.9,21.7,41618
206,100407,18,14,5,14.0,9.0,4.4,23.8,SUPP
206,100408,11,8,14,11.0,7.4,10.1,20.0,44935
206,100411,32,28,6,27.6,17.9,4.2,15.1,46630
206,100415,14,8,7,11.9,6.9,5.9,16.3,42259
206,100418,18,16,8,16.5,10.0,6.3,20.3,41445
206,100422,16,21,14,14.4,14.4,10.5,18.2,40408
206,100425,19,22,5,18.2,17.0,4.2,24.4,44330
206,100426,10,10,6,10.0,6.9,5.1,16.0,39852
206,137566,22,15,5,20.7,12.9,4.5,21.4,41997
206,100428,12,11,7,10.6,7.5,5.7,21.8,SUPP
206,100429,28,23,9,21.2,13.5,7.3,22.2,42337
206,100430,14,8,4,10.5,5.0,3.2,29.6,SUPP
206,100431,17,10,8,16.7,7.1,6.6,24.9,44959
206,100432,22,17,6,18.2,12.1,4.2,17.6,39344
206,100434,21,19,11,19.9,13.2,8.9,22.8,39454
206,100435,26,30,10,25.0,17.0,8.5,17.5,41384
206,131218,23,20,8,19.1,13.7,7.1,21.5,39555
206,131325,23,8,9,22.6,7.1,8.7,16.9,38781
206,131773,25,15,7,22.6,11.5,5.8,20.0,39940
206,131842,25,20,8,21.5,11.8,7.6,20.1,39058
206,131741,21,11,6,19.2,8.2,6.0,16.4,42122
206,131740,20,17,7,19.7,10.6,5.4,18.5,38323
206,100436,13,8,4,11.2,6.0,3.7,18.2,39781
206,100437,23,16,6,22.4,11.0,5.6,18.8,40636
206,100438,18,12,4,15.2,7.7,4.0,20.8,40722
206,100439,10,13,9,10.0,8.3,3.6,22.0,38598
206,100440,10,6,2,9.6,5.1,1.7,21.1,45216
206,100441,23,28,6,21.0,18.0,5.6,20.4,39562
206,100442,11,11,3,10.5,8.8,2.7,19.4,46629
206,100443,16,8,7,13.0,5.5,5.0,19.7,38641
206,100444,11,16,3,9.8,10.4,2.7,22.9,42676
206,100446,12,10,3,10.1,6.0,2.1,17.6,NA
206,100447,9,7,3,6.8,3.5,3.0,39.7,NA
206,100448,10,12,4,9.5,9.8,4.0,21.2,42897
206,100449,22,17,7,21.0,11.2,5.1,20.1,41881
206,100450,21,19,3,19.4,12.1,2.5,19.7,36759
206,100451,13,16,5,11.6,7.3,4.2,17.0,44146
206,137393,23,13,18,18.3,10.5,15.8,23.7,31956
206,100452,89,16,23,86.5,13.4,21.8,13.3,42906
206,100453,63,14,12,62.4,12.5,11.1,12.7,45181
206,100455,54,14,20,50.9,12.6,13.8,15.2,45736
206,100457,62,13,25,58.8,9.3,23.0,13.8,50957
206,131690,62,20,19,58.1,18.6,17.8,12.2,46732
206,100458,70,11,17,61.9,9.3,16.4,14.4,45008
206,100459,70,10,14,65.5,7.5,13.6,16.3,48612
206,100460,43,10,18,42.2,9.6,15.4,14.3,46062
206,134314,88,43,50,88.0,33.4,44.0,13.2,39812
206,135587,50,14,21,50.0,12.9,20.9,19.0,44287
206,100467,16,44,7,14.4,33.2,6.8,5.9,53873
206,134030,39,88,18,32.9,61.7,16.1,5.4,49550
206,100469,19,8,6,18.1,6.7,5.7,5.3,48179
207,100472,3,3,8,2.8,1.8,7.2,20.7,SUPP
207,100473,5,2,6,4.5,1.8,4.9,16.7,48166
207,100474,4,2,4,3.4,1.8,3.3,13.2,SUPP
207,100475,3,4,5,3.0,2.7,4.4,28.0,SUPP
207,100477,11,13,4,10.1,9.1,3.8,20.0,39567
207,100478,19,19,7,19.0,13.7,6.7,17.2,35345
207,100479,16,16,5,15.8,11.1,4.5,20.4,38086
207,100480,25,32,7,22.1,19.2,5.0,20.2,41477
207,100481,18,9,7,15.8,6.7,6.5,21.5,38680
207,100482,26,18,3,22.9,16.7,3.0,17.3,38331
207,100483,17,23,4,15.4,18.8,3.9,18.2,40221
207,100484,18,18,5,17.6,13.9,4.2,15.2,41794
207,100485,28,26,6,24.9,20.3,6.0,18.9,36136
207,100486,13,14,6,12.8,9.7,5.9,19.1,41111
207,100487,28,23,8,25.8,16.3,6.9,17.1,39204
207,100488,14,NA,NA,12.2,NA,NA,20.1,41384
207,100489,16,16,3,14.0,13.0,2.8,19.6,41984
207,100490,13,9,7,12.0,5.6,6.7,19.7,38821
207,100491,9,8,2,8.6,6.1,1.6,24.2,SUPP
207,100492,16,12,6,12.9,9.3,4.6,17.6,43081
207,100493,14,13,3,12.4,8.6,3.0,16.8,45484
207,100494,17,17,2,16.6,10.8,2.0,20.1,46279
207,100495,12,17,5,10.9,12.3,4.0,27.8,39176
207,100496,16,11,6,14.8,9.1,4.9,18.9,41896
207,100497,12,8,3,11.0,5.5,3.0,18.8,47925
207,100498,13,12,7,12.4,8.5,5.2,17.7,41883
207,100499,21,16,3,17.2,11.6,2.2,25.2,38287
207,100500,12,15,6,11.4,9.7,5.8,20.6,43872
207,100501,79,20,27,78.7,19.3,26.4,16.9,39631
207,100502,55,8,20,44.3,7.4,18.9,15.3,48043
207,100503,41,9,17,40.2,9.0,15.5,16.6,40945
207,100504,13,12,7,10.1,8.9,6.2,25.3,41781
207,100505,26,23,7,18.6,10.4,5.9,18.5,39062
207,100506,101,9,26,80.5,7.2,24.2,13.5,44765
207,135531,49,14,25,49.0,13.8,24.8,12.1,41622
207,100548,15,38,58,14.6,28.9,39.6,5.0,48808
207,100549,19,6,3,14.9,4.5,2.6,5.9,43410
208,100550,4,3,5,3.5,3.0,4.5,16.6,SUPP
208,100551,7,11,15,7.0,6.2,12.4,11.8,51832
208,100552,5,5,6,5.0,3.9,5.5,11.7,50291
208,100553,3,8,8,2.8,6.0,7.4,22.5,SUPP
208,100554,7,8,10,7.0,5.5,9.1,13.1,46099
208,100556,15,9,5,11.6,8.0,4.7,23.5,44388
208,100560,34,26,9,31.5,18.5,5.5,14.4,42554
208,100564,24,19,9,22.9,12.3,7.4,19.2,45371
208,100566,29,14,10,26.3,10.2,9.3,16.3,38329
208,100567,36,21,17,32.6,15.4,15.0,20.3,39200
208,100572,19,13,10,18.6,13.0,10.0,18.1,42371
208,137430,14,10,4,12.4,9.0,3.8,17.8,38895
208,100574,35,47,25,35.0,41.7,21.9,20.0,37422
208,100576,34,34,13,31.6,27.8,11.9,12.7,41527
208,100577,12,13,5,12.0,12.9,5.0,20.8,38804
208,100578,25,16,8,21.3,11.6,8.0,20.5,42692
208,100584,21,17,10,19.2,14.9,7.5,21.2,45091
208,100585,33,21,14,31.3,15.5,12.9,16.8,41777
208,100586,12,13,4,11.4,11.2,3.2,24.0,41130
208,100588,17,20,7,16.2,14.6,6.8,12.4,39002
208,100589,15,13,4,14.8,9.7,3.1,22.8,43670
208,100590,27,16,8,24.5,15.0,7.7,19.6,39842
208,100591,37,49,12,36.4,39.8,10.0,14.1,39895
208,100593,30,31,5,28.3,25.1,4.3,17.8,38557
208,100595,27,39,11,27.0,34.4,9.9,24.5,43619
208,100597,14,14,6,13.6,11.7,5.4,23.4,36087
208,100598,21,20,7,21.0,19.1,7.0,21.4,39290
208,100601,20,24,18,18.4,17.2,10.7,23.4,39404
208,100604,13,11,4,12.7,6.8,4.0,18.8,46781
208,100608,14,13,7,11.8,9.5,6.1,19.9,45344
208,131247,27,15,9,24.2,14.1,7.5,16.8,42680
208,131340,23,11,6,22.6,10.3,5.7,20.0,40574
208,131335,41,41,4,37.4,31.1,3.5,19.7,39405
208,131824,37,39,10,34.0,36.5,9.2,15.7,38848
208,131874,19,9,2,18.0,8.6,2.0,18.1,38377
208,100582,27,19,14,25.7,11.3,12.5,18.8,42788
208,133315,34,35,12,32.8,29.6,11.2,15.0,41631
208,133584,30,26,9,28.3,21.4,8.9,15.4,45223
208,133662,30,13,13,28.3,12.6,11.3,16.2,41023
208,100609,13,16,5,11.9,15.1,4.3,21.2,40219
208,100610,13,19,2,12.5,18.3,1.7,17.2,35270
208,100611,12,10,4,11.1,6.3,3.1,20.5,42224
208,100612,13,15,3,10.7,10.8,2.3,22.6,47878
208,100613,13,8,6,11.8,6.1,5.0,18.7,40711
208,100614,14,NA,1,12.0,NA,1.0,18.8,45261
208,100615,9,11,4,8.5,8.7,3.1,26.2,42530
208,100616,14,10,3,11.5,8.1,2.9,18.5,40622
208,100617,14,12,4,12.4,7.0,2.5,16.6,40988
208,100618,11,12,3,10.4,12.0,3.0,19.4,38223
208,100619,12,12,4,10.3,7.1,3.4,18.7,42459
208,100620,9,12,4,6.9,7.6,3.2,30.0,46340
208,100621,13,11,5,13.0,10.1,4.9,19.3,42045
208,100622,23,19,3,20.2,16.4,2.4,20.4,40353
208,100623,20,12,4,18.8,7.9,3.1,15.5,37131
208,134507,15,12,4,13.8,10.0,4.0,14.7,37869
208,135614,5,5,NA,4.6,4.7,NA,34.6,34134
208,100624,76,8,15,70.3,7.6,14.2,11.7,43954
208,100625,41,36,19,41.0,33.1,18.7,15.2,43639
208,136450,72,15,26,70.0,15.0,24.1,15.7,45448
208,100627,46,8,14,39.9,7.7,13.0,10.3,46726
208,129649,67,17,23,63.1,15.8,22.0,14.5,41121
208,100628,14,16,5,11.8,10.3,4.3,22.7,44185
208,100629,25,22,6,21.4,15.2,5.2,18.9,41886
208,137295,20,15,6,19.6,12.4,4.2,19.5,46497
208,100631,10,12,2,9.6,8.5,2.0,22.5,45099
208,100632,23,25,6,22.3,20.1,5.9,19.9,39669
208,100633,18,14,7,15.2,10.6,6.1,21.1,40750
208,100634,14,14,6,12.9,10.6,6.0,18.8,41572
208,136288,44,28,6,43.0,28.0,6.0,22.2,36454
208,100636,21,11,4,18.6,8.0,3.9,18.9,42216
208,100602,16,12,8,14.6,7.5,7.4,22.6,40944
208,100637,61,10,24,58.9,8.6,20.1,15.7,46359
208,100638,87,14,22,83.4,11.5,20.7,13.7,44551
208,137093,99,20,26,88.8,16.4,24.1,14.4,44445
208,100640,42,6,11,40.4,6.0,11.0,15.3,43675
208,100641,68,15,29,66.4,14.3,26.4,13.8,36118
208,100642,49,18,13,48.4,17.6,12.6,15.0,45401
208,100643,21,25,4,21.0,24.7,3.2,8.1,44650
208,134815,91,29,33,88.9,28.4,31.5,12.2,42863
208,135389,65,17,19,64.0,16.8,18.3,13.6,42428
208,100654,14,25,5,13.6,23.1,5.0,7.4,47021
208,100659,9,13,4,9.0,10.9,4.0,9.8,48446
208,133440,12,29,5,11.4,27.9,4.5,6.7,46306
208,133442,11,25,3,10.4,24.1,2.2,5.6,40177
209,100667,8,24,13,5.6,18.5,12.5,15.6,46031
209,100668,3,1,11,2.6,0.6,8.4,35.0,SUPP
209,100671,0,NA,NA,0.0,NA,NA,NA,NA
209,100672,27,19,7,25.1,12.3,5.2,17.9,40671
209,100673,15,20,8,11.2,8.8,6.2,23.4,46608
209,100674,4,NA,4,3.4,NA,3.8,SUPP,SUPP
209,100675,25,31,11,22.1,24.8,9.4,18.8,38839
209,100676,26,25,11,25.2,17.1,10.5,23.4,46071
209,100677,10,12,6,9.8,8.0,6.0,38.4,40034
209,100678,33,28,8,31.0,22.5,7.6,19.5,32630
209,100679,23,33,6,21.4,16.5,5.1,20.1,37166
209,100680,24,20,7,19.9,10.4,5.8,23.1,42444
